Name,Percent_Red,Is_Sick
0,0.2756923766528992,1
1,0.6959870248431521,1
2,0.6894556074766355,1
3,0.5518008474576271,1
4,0.5180206378986867,1
5,0.3499345827439887,1
6,0.3499345827439887,1
7,0.3585208374095089,1
8,0.3585208374095089,1
9,0.1120637615544237,1
10,0.9137210309724929,1
11,0.7714908714613053,1
12,0.9365819493615021,1
13,0.8122216820612542,1
14,0.8122216820612542,1
15,0.5645429867919942,1
16,0.21525696605051245,1
17,0.21525696605051245,1
18,0.7862339681305869,1
19,0.6500249584026623,1
20,0.6500249584026623,1
21,0.31174338400900903,1
22,0.5768414481897628,1
23,0.831950354609929,1
24,0.5768414481897628,1
25,0.9557493333333333,1
26,0.9557493333333333,1
27,0.8908833333333334,1
28,0.8908833333333334,1
29,0.7608237580551672,1
30,0.6110299003322259,1
31,0.6110299003322259,1
32,0.2372651203758074,1
33,0.44403333333333334,1
34,0.2051648451454694,1
35,0.2051648451454694,1
36,0.7764062810574438,1
37,0.43220035778175314,1
38,0.47977541371158394,1
39,0.7242695289206917,1
40,0.35532421177870316,1
41,0.6804252782193959,1
42,0.7686574074074074,1
43,0.5892015058450565,1
44,0.6932345679012346,1
45,0.9087091509771922,1
46,0.25884920634920633,1
47,0.9404450780074444,1
48,0.34337683976673145,1
49,0.4756169909824395,1
50,0.35532421177870316,1
51,0.7597267759562841,1
52,0.48751585144927534,1
53,0.48751585144927534,1
54,0.48751585144927534,1
55,0.466625,1
56,0.3699156746031746,1
57,0.7847857981220657,1
58,0.7721467344346714,1
59,0.625416149068323,1
60,0.19174261083743843,1
61,0.19174261083743843,1
62,0.6744063228438228,1
63,0.5997123394394615,1
64,0.2991893333333333,1
65,0.6208762527839644,1
66,0.7790305584826133,1
67,0.5997123394394615,1
68,0.2991893333333333,1
69,0.34103764836795253,1
70,0.17242087542087542,1
71,0.17242087542087542,1
76,0.0003916921934664159,0
77,0.001956747649630072,0
78,0.001131424486405606,0
79,0.0005166328340363689,0
80,0.0011309495417167394,0
81,0.0009086486114204164,0
82,0.0006348592970401381,0
83,0.0009455255582265283,0
84,0.0010067687495273134,0
85,0.0013389809049814054,0
86,0.0019286255342551332,0
87,0.00165803431118143,0
88,0.0019296050744604589,0
89,0.0005903471497795467,0
90,0.0007694745385708856,0
91,3.703618731081737e-05,0
92,0.0013399578129386944,0
93,0.0013239438709658088,0
94,0.00016224652196679813,0
95,0.0012704463317060582,0
96,0.0013300730690769724,0
97,0.0019679122520107227,0
98,0.0011648452021049572,0
99,0.0007664645180965724,0
100,0.0015889789407262454,0
101,0.0004133825630123156,0
102,0.001962717840242308,0
103,0.0008145454456569257,0
104,2.70901506444845e-05,0
105,0.001358328061783033,0
106,0.0008974909930029142,0
107,0.001196792931237124,0
108,0.000767967734989147,0
109,0.0006759090242073956,0
110,0.00028257193509642777,0
111,0.0009194640702639665,0
112,0.0013541513924812435,0
113,0.0009281825302744471,0
114,0.000194448441455936,0
115,0.0001831076343559619,0
116,0.0008129669405775482,0
117,0.0002341791841594587,0
118,0.0016224682882008093,0
119,0.0018829757528370987,0
120,0.0019143243538652644,0
121,0.00026185308749509015,0
122,0.0005488824025821213,0
123,0.0006084786075712252,0
124,0.00019948822274917856,0
125,0.0007367964744349838,0
126,0.0012923261628502267,0
127,0.0017599495157733876,0
128,0.0013724481219848479,0
129,0.001699374207200977,0
130,9.444328366385291e-05,0
131,0.001994467266246563,0
132,0.0006819988970514521,0
133,0.0019299695742653986,0
134,0.0003370714138221789,0
135,0.0006870239204438729,0
136,0.00019085647691465213,0
137,0.0013345000548337523,0
138,0.001167007790226949,0
139,4.9027590840513556e-05,0
140,0.0007133941883745502,0
141,0.001983001653273523,0
142,0.0018633392285797269,0
143,0.0009373179244943706,0
144,0.001279522065619248,0
145,0.0018577661489667771,0
146,0.0014700193196569172,0
147,0.0008307737922274847,0
148,6.589164177534768e-05,0
149,0.00025772084601586974,0
150,0.001202196587367207,0
151,3.5863975090050017e-05,0
152,0.0004803826556066035,0
153,0.0008167625164885417,0
154,0.0009683682960452144,0
155,9.622683972271951e-05,0
156,0.00041466367331500906,0
157,9.819033703091718e-05,0
158,0.001828364208913561,0
159,0.0009645172210182278,0
160,0.00020153662135912853,0
161,0.001801586347684212,0
162,0.0014570129175425568,0
163,0.0013407796595042052,0
164,0.00014100557298639817,0
165,0.0015509646312977519,0
166,0.0007854550421919222,0
167,0.0019881865445883396,0
168,0.0018561853305135633,0
169,0.0008345503965827086,0
170,0.001918633748230955,0
171,0.0009981404121292238,0
172,0.0017028189141557793,0
173,5.998055961875215e-05,0
174,0.00047709391394452807,0
175,0.0012114401399436721,0
176,0.0015701729834600201,0
177,0.0011038053347362264,0
178,0.0012809835316391776,0
179,0.00012284909828980562,0
180,0.001428148524180354,0
181,0.0010606244341096313,0
182,0.0010057173871920683,0
183,0.00040423695969957516,0
184,0.001055154184528648,0
185,0.0013886629275529168,0
186,0.001542854380320396,0
187,0.0015157237959513268,0
188,0.0007369276234057445,0
189,7.084183457124116e-05,0
190,0.0015565110927334574,0
191,0.0014513545589811975,0
192,0.0003639100213375965,0
193,0.0014141960350103927,0
194,0.0008879519615118683,0
195,0.00046800967613304525,0
196,0.0013696760193833036,0
197,0.001915273163082184,0
198,0.0016992289138523862,0
199,0.0007781033575512848,0
200,0.0008025591452944158,0
201,0.001992677393113073,0
202,0.00022080304161187247,0
203,0.0008170307370841039,0
204,0.0003506004207809832,0
205,0.0002449695666567666,0
206,0.000675139347297202,0
207,0.0009158923711093229,0
208,0.0006769828670078735,0
209,0.00043854811217829923,0
210,0.0005218478729065215,0
211,0.0018124037738343319,0
212,0.0008941274772287206,0
213,0.000896283064546749,0
214,0.0008702456018714077,0
215,0.0005851218430491904,0
216,0.00025763051353083657,0
217,0.0017081790731455129,0
218,0.0008910317118226245,0
